0,1.660217374
3,1.718605138
128,2.12107173
130,2.121130898
163,2.12202377
215,2.169572807
217,2.174293648
221,2.202939931
225,2.206940946
270,2.207120269
274,3.014575046
340,3.023142231
342,3.067094444
359,3.067357053
386,3.067586385
409,3.067782216
446,3.067944322
459,3.0680072
467,3.068072484
492,3.068166483
539,3.068226104
550,3.069714617
553,3.202642119
554,3.439684454
558,3.448947472
560,3.449519933
562,3.525393177
568,3.779520264
571,4.053000205
573,5.625112846
578,5.813913553
582,6.148595715
592,6.170234082
600,6.200954879
602,6.213652961
605,6.366578525
606,6.463073423
610,6.488759173
615,6.503809091
622,6.5124643
623,6.554203456
627,6.560355179
632,6.561951478
652,6.577506968
662,6.583135476
682,6.587383469
707,6.590391763
710,6.590660016
712,6.590700112
723,6.591382361
736,6.593267723
745,6.595031815
774,6.595031966
879,6.604695002
887,6.604867492
891,6.605532602
892,6.605578155
907,6.605813589
987,6.606329916
0,1.584070796
4,1.715885752
20,1.716190203
31,1.716495264
40,1.748555655
61,1.748924795
67,1.752639176
73,1.756426079
92,2.129232181
95,2.198795055
97,2.554786342
101,2.88608739
104,2.905771699
106,2.938925526
109,2.94881909
130,3.27760382
132,3.279732744
136,3.378774856
140,3.516413529
145,3.519043547
149,4.863078686
155,4.995248289
156,5.042973884
158,5.142029858
159,5.220835712
165,5.236740257
174,5.274306255
178,5.391516875
262,5.528407405
283,5.534273962
292,6.147258112
298,6.172780284
409,6.172902081
440,6.172960438
444,6.254481559
463,6.258434935
494,6.259205195
501,6.290593489
506,6.302825251
526,6.302959621
566,6.303640234
586,7.305031278
603,7.405695519
609,7.714290472
613,7.735266691
639,7.736555157
648,7.887883383
651,8.232335203
656,8.23250407
659,8.304018882
690,8.31029633
698,8.311348356
727,8.328841863
739,8.365299092
814,8.403662604
833,8.406894101
839,8.409756084
840,8.428264325
851,8.433305519
857,8.45401101
871,8.468419395
921,8.46891686
972,8.469238173
995,8.469382742
997,8.469596242
